date,hotel,location,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,sunshine_duration
2017-03-09,Resort Hotel,Algarve,21.8,14.8,17.7,0.0,0.0,0.0,0.0,24.9,46.4,89,20.25,38692.08
2017-03-10,Resort Hotel,Algarve,21.1,13.9,17.2,0.0,0.0,0.0,0.0,17.7,31.0,91,20.17,38727.07
2017-03-11,Resort Hotel,Algarve,23.3,12.0,18.1,0.0,0.0,0.0,0.0,16.3,28.8,308,14.32,34797.25
2017-03-12,Resort Hotel,Algarve,22.0,9.2,15.1,0.0,0.0,0.0,0.0,34.2,60.1,330,20.54,39078.55
2017-03-13,Resort Hotel,Algarve,18.4,9.4,13.5,0.6,0.6,0.0,1.0,30.5,56.5,358,18.34,35353.13
2017-03-14,Resort Hotel,Algarve,15.7,11.8,14.0,1.0,1.0,0.0,2.0,36.0,65.2,63,16.84,39130.12
2017-03-15,Resort Hotel,Algarve,17.8,12.9,15.5,1.0,1.0,0.0,5.0,34.6,72.0,83,16.03,36523.89
2017-03-16,Resort Hotel,Algarve,15.9,13.1,14.1,16.8,16.8,0.0,16.0,29.5,56.2,89,8.55,14400.0
2017-03-17,Resort Hotel,Algarve,18.8,12.6,15.0,4.4,4.4,0.0,7.0,34.3,60.1,83,17.83,36317.43
2017-03-18,Resort Hotel,Algarve,20.4,12.4,15.8,0.0,0.0,0.0,0.0,17.4,32.0,73,21.47,39890.04
2017-03-19,Resort Hotel,Algarve,19.2,9.6,15.3,0.0,0.0,0.0,0.0,17.6,29.9,311,21.66,39904.98
2017-03-20,Resort Hotel,Algarve,20.1,9.6,14.8,0.0,0.0,0.0,0.0,23.4,40.7,309,21.67,40268.71
2017-03-21,Resort Hotel,Algarve,17.5,9.6,13.6,0.0,0.0,0.0,0.0,28.6,51.8,290,12.59,25380.32
2017-03-22,Resort Hotel,Algarve,15.4,9.2,12.0,0.5,0.5,0.0,3.0,31.0,57.6,295,11.05,18079.88
2017-03-23,Resort Hotel,Algarve,13.3,7.6,10.0,1.5,1.5,0.0,3.0,26.0,50.4,300,19.41,39933.24
2017-03-24,Resort Hotel,Algarve,12.8,5.1,9.8,2.3,2.3,0.0,8.0,17.3,34.9,277,18.05,40733.15
2017-03-25,Resort Hotel,Algarve,14.6,10.9,12.7,23.3,23.3,0.0,15.0,30.0,60.5,239,18.21,39829.49
2017-03-26,Resort Hotel,Algarve,15.9,11.9,13.6,9.5,9.5,0.0,11.0,42.4,81.7,218,9.03,23799.91
2017-03-27,Resort Hotel,Algarve,16.9,11.4,14.7,2.4,2.4,0.0,8.0,27.7,53.6,258,17.86,39928.25
2017-03-28,Resort Hotel,Algarve,17.6,7.9,13.2,0.0,0.0,0.0,0.0,13.0,29.2,26,22.57,41297.09
2017-03-29,Resort Hotel,Algarve,20.9,10.6,15.8,0.0,0.0,0.0,0.0,14.1,31.0,78,23.51,41422.0
2017-03-30,Resort Hotel,Algarve,18.9,12.3,15.8,0.0,0.0,0.0,0.0,21.0,39.2,90,20.74,40243.61
2017-03-31,Resort Hotel,Algarve,19.1,10.8,15.0,0.0,0.0,0.0,0.0,23.8,43.6,289,23.36,41538.26
2017-04-01,Resort Hotel,Algarve,18.9,11.4,15.0,0.0,0.0,0.0,0.0,22.9,44.6,307,22.33,41062.81
2017-04-02,Resort Hotel,Algarve,19.2,11.2,15.1,0.0,0.0,0.0,0.0,14.3,31.0,330,22.85,38880.88
2017-04-03,Resort Hotel,Algarve,20.5,13.0,16.8,0.0,0.0,0.0,0.0,19.8,37.1,57,24.36,42352.59
2017-04-04,Resort Hotel,Algarve,20.5,10.4,15.8,0.0,0.0,0.0,0.0,10.0,22.7,111,24.47,42530.09
2017-04-05,Resort Hotel,Algarve,20.4,10.9,16.4,0.0,0.0,0.0,0.0,12.8,28.4,49,24.42,42279.89
2017-04-06,Resort Hotel,Algarve,21.1,13.6,17.0,0.0,0.0,0.0,0.0,26.3,49.7,86,25.16,43084.08
2017-04-07,Resort Hotel,Algarve,22.5,13.4,17.4,0.0,0.0,0.0,0.0,23.8,45.0,83,25.35,43221.14
2017-04-08,Resort Hotel,Algarve,20.9,14.6,17.3,0.0,0.0,0.0,0.0,27.7,51.8,88,25.6,43357.71
2017-04-09,Resort Hotel,Algarve,20.1,15.2,17.1,0.0,0.0,0.0,0.0,31.5,58.0,99,25.01,43254.6
2017-04-10,Resort Hotel,Algarve,21.5,14.9,17.5,0.0,0.0,0.0,0.0,31.7,56.9,90,23.5,42881.51
2017-04-11,Resort Hotel,Algarve,21.6,12.6,17.1,0.0,0.0,0.0,0.0,19.2,37.8,89,25.74,43763.71
2017-04-12,Resort Hotel,Algarve,22.8,11.4,17.5,0.0,0.0,0.0,0.0,12.9,27.7,155,25.99,43897.49
2017-04-13,Resort Hotel,Algarve,21.8,13.2,17.6,0.0,0.0,0.0,0.0,21.7,37.8,282,24.97,43023.29
2017-04-14,Resort Hotel,Algarve,22.8,13.4,17.7,0.0,0.0,0.0,0.0,21.1,41.4,287,25.59,44162.17
2017-04-15,Resort Hotel,Algarve,20.5,13.4,17.8,0.0,0.0,0.0,0.0,17.6,29.9,292,25.18,43177.09
2017-04-16,Resort Hotel,Algarve,22.3,15.2,18.4,0.0,0.0,0.0,0.0,10.2,24.8,211,22.41,43032.23
2017-04-17,Resort Hotel,Algarve,21.8,14.1,18.4,0.0,0.0,0.0,0.0,13.3,29.5,124,26.09,44550.57
2017-04-18,Resort Hotel,Algarve,25.8,16.1,21.5,0.0,0.0,0.0,0.0,20.0,34.6,96,26.23,44677.35
2017-04-19,Resort Hotel,Algarve,21.0,15.9,18.7,0.0,0.0,0.0,0.0,29.7,56.2,106,24.41,41826.95
2017-04-20,Resort Hotel,Algarve,20.9,16.5,18.1,0.0,0.0,0.0,0.0,40.4,73.8,97,24.16,43829.88
2017-04-21,Resort Hotel,Algarve,18.8,15.5,16.8,3.6,3.6,0.0,7.0,40.1,73.8,104,22.01,42766.93
2017-04-22,Resort Hotel,Algarve,20.0,15.6,17.4,0.0,0.0,0.0,0.0,32.0,56.9,94,19.67,42162.46
2017-04-23,Resort Hotel,Algarve,21.2,13.4,17.8,0.0,0.0,0.0,0.0,17.8,36.7,107,25.87,44144.93
2017-04-24,Resort Hotel,Algarve,20.0,14.9,17.2,0.0,0.0,0.0,0.0,21.0,40.3,114,18.54,34431.33
2017-04-25,Resort Hotel,Algarve,22.4,15.1,17.8,0.0,0.0,0.0,0.0,24.7,45.4,283,21.65,43458.71
2017-04-26,Resort Hotel,Algarve,19.0,12.9,16.1,0.6,0.6,0.0,3.0,27.0,50.0,278,19.47,38026.35
2017-04-27,Resort Hotel,Algarve,17.1,12.7,14.5,11.8,11.8,0.0,14.0,14.3,26.3,37,11.48,13607.6
2017-04-28,Resort Hotel,Algarve,20.5,14.2,16.7,13.2,13.2,0.0,17.0,17.0,29.5,63,15.22,27897.87
2017-04-29,Resort Hotel,Algarve,19.4,13.7,16.7,0.2,0.2,0.0,2.0,25.8,47.5,273,25.6,46023.27
2017-04-30,Resort Hotel,Algarve,19.1,13.1,16.5,0.6,0.6,0.0,2.0,29.1,53.3,274,15.56,33946.64
2017-05-01,Resort Hotel,Algarve,18.6,10.9,15.1,0.0,0.0,0.0,0.0,17.7,37.8,322,28.19,46255.9
2017-05-02,Resort Hotel,Algarve,22.8,14.7,18.3,0.0,0.0,0.0,0.0,16.8,34.2,86,27.76,46370.12
2017-05-03,Resort Hotel,Algarve,23.4,14.1,19.0,0.0,0.0,0.0,0.0,24.9,46.8,91,28.09,44456.83
2017-05-04,Resort Hotel,Algarve,20.1,15.7,18.1,0.0,0.0,0.0,0.0,23.6,45.4,140,22.37,46593.91
2017-05-05,Resort Hotel,Algarve,19.1,13.9,17.2,6.7,6.7,0.0,11.0,26.5,53.6,246,20.0,46674.46
2017-05-06,Resort Hotel,Algarve,20.1,13.1,16.9,0.1,0.1,0.0,1.0,15.2,32.4,188,23.35,46723.29
2017-05-07,Resort Hotel,Algarve,23.6,16.3,19.7,0.0,0.0,0.0,0.0,18.4,36.4,76,28.61,46771.77
2017-05-08,Resort Hotel,Algarve,23.5,14.9,19.1,0.0,0.0,0.0,0.0,17.2,35.6,102,28.67,46800.0
2017-05-09,Resort Hotel,Algarve,20.4,15.9,18.2,0.5,0.5,0.0,3.0,23.5,46.1,251,25.21,44399.35
2017-05-10,Resort Hotel,Algarve,20.5,15.4,17.7,17.3,17.3,0.0,15.0,31.9,65.9,237,17.93,34963.07
2017-05-11,Resort Hotel,Algarve,19.2,16.0,17.7,25.8,25.8,0.0,19.0,32.9,62.6,245,24.52,46800.0
2017-05-12,Resort Hotel,Algarve,19.8,15.7,17.6,11.0,11.0,0.0,16.0,25.2,50.8,256,20.92,46350.4
2017-05-13,Resort Hotel,Algarve,19.9,14.3,17.3,0.0,0.0,0.0,0.0,18.7,35.6,273,25.07,46800.0
2017-05-14,Resort Hotel,Algarve,20.6,12.8,17.7,0.0,0.0,0.0,0.0,15.1,33.1,285,28.28,46800.0
2017-05-15,Resort Hotel,Algarve,27.4,18.8,22.4,0.0,0.0,0.0,0.0,19.1,32.8,52,25.29,43200.0
2017-05-16,Resort Hotel,Algarve,28.1,18.9,22.9,0.0,0.0,0.0,0.0,16.8,34.9,102,28.27,46837.71
2017-05-17,Resort Hotel,Algarve,26.0,17.1,22.1,0.0,0.0,0.0,0.0,23.7,40.7,302,26.58,44466.14
2017-05-18,Resort Hotel,Algarve,24.8,14.9,19.6,0.0,0.0,0.0,0.0,25.8,47.5,338,30.14,46895.7
2017-05-19,Resort Hotel,Algarve,24.0,13.1,19.5,0.0,0.0,0.0,0.0,17.8,32.0,4,30.07,47000.61
2017-05-20,Resort Hotel,Algarve,26.2,17.5,21.6,0.0,0.0,0.0,0.0,31.0,53.3,84,29.7,46963.8
2017-05-21,Resort Hotel,Algarve,22.7,17.5,20.8,0.0,0.0,0.0,0.0,33.5,58.7,117,21.31,38564.78
2017-05-22,Resort Hotel,Algarve,22.5,17.1,19.5,0.1,0.1,0.0,1.0,12.2,29.5,224,24.44,46834.27
2017-05-23,Resort Hotel,Algarve,26.6,17.5,21.9,0.0,0.0,0.0,0.0,16.2,32.4,112,29.35,46969.18
2017-05-24,Resort Hotel,Algarve,26.9,19.4,22.5,0.0,0.0,0.0,0.0,23.8,45.0,97,27.7,46998.66
2017-05-25,Resort Hotel,Algarve,23.1,18.2,20.9,0.0,0.0,0.0,0.0,23.7,46.4,118,28.58,47067.25
2017-05-26,Resort Hotel,Algarve,21.8,18.2,20.1,0.7,0.7,0.0,4.0,14.3,29.5,215,16.6,36244.88
2017-05-27,Resort Hotel,Algarve,21.9,17.5,19.6,0.0,0.0,0.0,0.0,14.3,31.7,210,23.58,46800.0
2017-05-28,Resort Hotel,Algarve,21.6,16.9,19.3,0.4,0.4,0.0,3.0,15.6,33.8,227,23.58,46409.44
2017-05-29,Resort Hotel,Algarve,22.4,17.4,20.0,1.3,1.3,0.0,8.0,21.7,41.4,263,24.92,47143.73
2017-05-30,Resort Hotel,Algarve,24.6,17.1,21.3,0.0,0.0,0.0,0.0,21.0,41.4,289,28.58,47402.7
2017-05-31,Resort Hotel,Algarve,25.1,19.0,22.6,0.0,0.0,0.0,0.0,19.1,36.0,289,29.38,47493.3
2017-06-01,Resort Hotel,Algarve,26.7,19.3,23.6,0.0,0.0,0.0,0.0,19.8,38.5,258,29.44,47499.16
2017-06-02,Resort Hotel,Algarve,28.0,18.8,24.1,0.0,0.0,0.0,0.0,21.7,37.4,284,28.81,47322.79
2017-06-03,Resort Hotel,Algarve,28.1,18.2,23.4,0.0,0.0,0.0,0.0,26.8,48.2,316,29.17,43676.44
2017-06-04,Resort Hotel,Algarve,28.5,15.2,21.6,0.0,0.0,0.0,0.0,28.0,50.4,317,30.02,47700.23
2017-06-05,Resort Hotel,Algarve,28.1,15.0,21.5,0.0,0.0,0.0,0.0,29.3,52.2,311,30.02,47896.22
2017-06-06,Resort Hotel,Algarve,25.5,17.0,22.0,0.0,0.0,0.0,0.0,24.0,45.0,293,29.67,47715.93
2017-06-07,Resort Hotel,Algarve,31.0,20.8,25.0,0.0,0.0,0.0,0.0,19.9,38.5,56,30.35,48011.12
2017-06-08,Resort Hotel,Algarve,28.1,18.5,24.1,0.0,0.0,0.0,0.0,15.3,32.0,165,28.17,43855.34
2017-06-09,Resort Hotel,Algarve,29.6,18.2,24.1,0.0,0.0,0.0,0.0,24.2,41.8,277,29.01,47119.71
2017-06-10,Resort Hotel,Algarve,26.7,20.2,23.9,0.0,0.0,0.0,0.0,14.2,31.7,209,29.43,47936.5
2017-06-11,Resort Hotel,Algarve,29.2,19.5,24.9,0.0,0.0,0.0,0.0,14.3,33.5,226,29.52,47760.59
2017-06-12,Resort Hotel,Algarve,31.0,21.5,26.3,0.0,0.0,0.0,0.0,22.8,42.8,96,29.74,48149.84
2017-06-13,Resort Hotel,Algarve,24.1,20.5,22.5,0.0,0.0,0.0,0.0,31.8,56.2,125,23.6,42469.15
2017-06-14,Resort Hotel,Algarve,23.7,19.2,21.5,0.0,0.0,0.0,0.0,16.4,34.6,221,27.29,46727.97
2017-06-15,Resort Hotel,Algarve,26.4,19.3,23.6,0.0,0.0,0.0,0.0,15.1,32.0,233,29.51,48178.47
2017-06-16,Resort Hotel,Algarve,35.3,21.9,28.4,0.0,0.0,0.0,0.0,12.3,27.4,111,29.88,48182.61
2017-06-17,Resort Hotel,Algarve,33.5,24.4,28.8,0.0,0.0,0.0,0.0,22.2,42.5,100,29.78,48186.02
2017-06-18,Resort Hotel,Algarve,30.8,22.0,26.6,0.0,0.0,0.0,0.0,19.0,40.0,109,29.58,48302.18
2017-06-19,Resort Hotel,Algarve,28.8,22.9,25.6,0.0,0.0,0.0,0.0,24.0,46.1,111,28.31,48116.36
2017-06-20,Resort Hotel,Algarve,27.5,22.5,25.0,0.0,0.0,0.0,0.0,27.9,51.5,122,29.51,48307.16
2017-06-21,Resort Hotel,Algarve,24.4,21.0,22.9,0.0,0.0,0.0,0.0,19.1,40.0,215,25.73,47965.19
2017-06-22,Resort Hotel,Algarve,26.0,18.3,23.1,0.0,0.0,0.0,0.0,16.9,33.1,259,30.37,48056.13
2017-06-23,Resort Hotel,Algarve,33.0,20.2,26.5,0.0,0.0,0.0,0.0,19.1,37.1,285,29.83,48425.65
2017-06-24,Resort Hotel,Algarve,36.2,24.5,29.3,0.0,0.0,0.0,0.0,33.2,62.3,352,23.01,39588.63
2017-06-25,Resort Hotel,Algarve,32.7,22.0,27.7,0.0,0.0,0.0,0.0,31.6,58.3,307,26.43,48184.15
2017-06-26,Resort Hotel,Algarve,27.5,17.9,22.9,0.0,0.0,0.0,0.0,28.1,53.3,284,30.33,48451.34
2017-06-27,Resort Hotel,Algarve,28.1,18.0,22.4,0.0,0.0,0.0,0.0,31.9,59.8,294,28.9,41648.4
2017-06-28,Resort Hotel,Algarve,24.8,18.8,21.6,0.0,0.0,0.0,0.0,32.4,60.5,279,24.8,48362.45
2017-06-29,Resort Hotel,Algarve,26.4,16.3,20.8,0.0,0.0,0.0,0.0,31.3,59.4,320,29.41,48444.67
2017-06-30,Resort Hotel,Algarve,26.9,15.9,21.4,0.0,0.0,0.0,0.0,24.4,47.5,343,29.94,48358.43
2017-07-01,Resort Hotel,Algarve,28.5,17.5,22.8,0.0,0.0,0.0,0.0,27.3,46.4,1,30.64,48472.46
2017-07-02,Resort Hotel,Algarve,29.7,19.1,24.8,0.0,0.0,0.0,0.0,21.4,42.5,88,30.53,48351.03
2017-07-03,Resort Hotel,Algarve,30.8,20.5,25.4,0.0,0.0,0.0,0.0,21.1,41.8,96,30.34,48268.88
2017-07-04,Resort Hotel,Algarve,25.6,19.5,23.0,0.0,0.0,0.0,0.0,30.6,58.3,107,29.52,48264.76
2017-07-05,Resort Hotel,Algarve,24.2,19.0,22.0,0.0,0.0,0.0,0.0,26.8,49.7,267,23.34,43394.5
2017-07-06,Resort Hotel,Algarve,23.9,18.0,21.0,0.0,0.0,0.0,0.0,30.0,56.5,278,29.53,48182.56
2017-07-07,Resort Hotel,Algarve,25.2,17.2,21.2,0.0,0.0,0.0,0.0,40.4,72.7,276,28.66,48177.6
2017-07-08,Resort Hotel,Algarve,26.4,18.9,22.5,0.0,0.0,0.0,0.0,27.9,52.2,278,27.42,47845.3
2017-07-09,Resort Hotel,Algarve,28.6,19.0,22.9,0.0,0.0,0.0,0.0,26.1,46.8,287,29.46,47953.4
2017-07-10,Resort Hotel,Algarve,30.8,17.0,24.2,0.0,0.0,0.0,0.0,23.2,45.7,308,30.2,47982.69
2017-07-11,Resort Hotel,Algarve,29.1,19.2,25.6,0.0,0.0,0.0,0.0,21.0,35.6,308,29.88,47421.48
2017-07-12,Resort Hotel,Algarve,31.5,23.9,27.3,0.0,0.0,0.0,0.0,15.3,32.8,274,28.82,47271.73
2017-07-13,Resort Hotel,Algarve,32.4,22.8,28.7,0.0,0.0,0.0,0.0,14.0,32.8,124,28.81,47161.49
2017-07-14,Resort Hotel,Algarve,31.2,22.9,27.4,0.0,0.0,0.0,0.0,14.7,32.8,232,28.96,47268.76
2017-07-15,Resort Hotel,Algarve,28.4,20.4,24.9,0.0,0.0,0.0,0.0,14.1,32.4,213,29.37,47266.96
2017-07-16,Resort Hotel,Algarve,28.3,20.1,24.2,0.0,0.0,0.0,0.0,13.5,29.9,170,28.57,47160.16
2017-07-17,Resort Hotel,Algarve,31.2,21.0,25.6,0.0,0.0,0.0,0.0,14.3,30.6,189,24.61,42843.04
2017-07-18,Resort Hotel,Algarve,29.2,21.5,25.6,0.0,0.0,0.0,0.0,20.4,37.4,280,27.95,46853.98
2017-07-19,Resort Hotel,Algarve,27.4,19.6,23.3,0.0,0.0,0.0,0.0,30.7,56.9,285,28.16,47057.3
2017-07-20,Resort Hotel,Algarve,29.2,17.9,22.9,0.0,0.0,0.0,0.0,27.9,51.1,309,28.84,47057.55
2017-07-21,Resort Hotel,Algarve,28.9,16.4,22.3,0.0,0.0,0.0,0.0,26.0,46.1,306,28.91,47057.54
2017-07-22,Resort Hotel,Algarve,30.1,17.6,23.6,0.0,0.0,0.0,0.0,25.6,45.4,310,28.63,46963.61
2017-07-23,Resort Hotel,Algarve,29.6,19.5,25.2,0.0,0.0,0.0,0.0,22.0,40.3,288,28.77,46965.18
2017-07-24,Resort Hotel,Algarve,35.1,22.5,28.2,0.0,0.0,0.0,0.0,28.6,49.7,336,28.38,46966.47
2017-07-25,Resort Hotel,Algarve,31.0,21.5,26.9,0.0,0.0,0.0,0.0,23.1,38.5,281,28.22,46880.96
2017-07-26,Resort Hotel,Algarve,28.6,22.8,26.1,0.0,0.0,0.0,0.0,19.8,41.0,109,27.93,46800.35
2017-07-27,Resort Hotel,Algarve,32.4,24.5,27.7,0.0,0.0,0.0,0.0,21.9,37.8,276,28.27,46789.71
2017-07-28,Resort Hotel,Algarve,31.6,21.8,26.9,0.0,0.0,0.0,0.0,21.5,37.4,304,28.64,46751.99
2017-07-29,Resort Hotel,Algarve,30.5,21.9,27.1,0.0,0.0,0.0,0.0,22.7,38.5,294,26.43,46696.8
2017-07-30,Resort Hotel,Algarve,33.7,21.8,28.4,0.0,0.0,0.0,0.0,25.1,45.0,310,27.7,46652.7
2017-07-31,Resort Hotel,Algarve,30.1,18.9,24.5,0.0,0.0,0.0,0.0,27.5,49.7,303,27.63,44856.98
2017-08-01,Resort Hotel,Algarve,31.2,20.5,25.0,0.0,0.0,0.0,0.0,25.0,44.6,317,25.98,42357.91
2017-08-02,Resort Hotel,Algarve,29.6,18.9,24.7,0.0,0.0,0.0,0.0,22.8,44.3,298,27.77,46517.85
2017-08-03,Resort Hotel,Algarve,33.4,22.2,27.8,0.0,0.0,0.0,0.0,20.3,37.4,333,27.28,46472.19
2017-08-04,Resort Hotel,Algarve,34.5,26.0,30.3,0.0,0.0,0.0,0.0,23.6,40.7,334,26.9,46426.24
2017-08-05,Resort Hotel,Algarve,36.8,24.6,30.9,0.0,0.0,0.0,0.0,22.2,38.5,327,26.82,46380.05
2017-08-06,Resort Hotel,Algarve,29.9,21.9,26.5,0.0,0.0,0.0,0.0,17.6,35.6,248,26.25,46333.64
2017-08-07,Resort Hotel,Algarve,32.5,22.5,27.2,0.0,0.0,0.0,0.0,23.2,39.2,281,25.7,46287.07
2017-08-08,Resort Hotel,Algarve,32.2,19.1,25.6,0.0,0.0,0.0,0.0,22.7,39.6,329,27.43,46240.36
2017-08-09,Resort Hotel,Algarve,30.0,17.4,23.5,0.0,0.0,0.0,0.0,22.3,38.9,314,27.09,46193.55
2017-08-10,Resort Hotel,Algarve,30.5,22.0,25.3,0.0,0.0,0.0,0.0,23.2,42.8,26,27.11,46146.67
2017-08-11,Resort Hotel,Algarve,29.7,20.0,24.5,0.0,0.0,0.0,0.0,20.9,39.2,183,26.39,46099.76
2017-08-12,Resort Hotel,Algarve,30.4,20.2,24.8,0.0,0.0,0.0,0.0,20.2,39.6,120,26.33,46052.86
2017-08-13,Resort Hotel,Algarve,29.9,20.1,24.8,0.0,0.0,0.0,0.0,16.3,34.2,133,26.07,45974.23
2017-08-14,Resort Hotel,Algarve,28.6,20.8,24.9,0.0,0.0,0.0,0.0,16.0,32.0,244,25.75,45858.76
2017-08-15,Resort Hotel,Algarve,31.0,20.2,25.9,0.0,0.0,0.0,0.0,17.6,36.7,277,25.86,45742.64
2017-08-16,Resort Hotel,Algarve,34.0,21.8,28.4,0.0,0.0,0.0,0.0,18.4,32.0,319,26.05,45625.96
2017-08-17,Resort Hotel,Algarve,29.0,23.4,26.5,0.0,0.0,0.0,0.0,16.9,33.1,254,25.4,45508.48
2017-08-18,Resort Hotel,Algarve,31.5,22.0,27.1,0.0,0.0,0.0,0.0,22.4,37.8,268,25.46,45389.45
2017-08-19,Resort Hotel,Algarve,30.3,23.1,26.7,0.0,0.0,0.0,0.0,24.6,42.5,299,25.53,45268.88
2017-08-20,Resort Hotel,Algarve,30.5,22.7,26.1,0.0,0.0,0.0,0.0,20.4,41.8,104,24.99,45146.88
2017-08-21,Resort Hotel,Algarve,28.9,22.4,25.5,0.0,0.0,0.0,0.0,23.9,45.7,107,24.98,45023.55
2017-08-22,Resort Hotel,Algarve,30.1,21.4,25.6,0.0,0.0,0.0,0.0,15.8,31.3,246,25.15,44898.97
2017-08-23,Resort Hotel,Algarve,28.5,23.1,25.8,0.0,0.0,0.0,0.0,13.5,30.6,251,24.8,44773.25
2017-08-24,Resort Hotel,Algarve,29.0,22.6,25.7,0.0,0.0,0.0,0.0,15.6,33.1,264,24.34,44646.48
2017-08-25,Resort Hotel,Algarve,28.1,21.6,25.0,0.0,0.0,0.0,0.0,13.2,30.2,235,21.43,43594.07
2017-08-26,Resort Hotel,Algarve,28.1,20.9,24.7,0.1,0.1,0.0,1.0,18.4,41.8,165,13.53,23547.2
2017-08-27,Resort Hotel,Algarve,26.1,20.6,23.7,0.0,0.0,0.0,0.0,25.6,47.9,270,24.37,42627.93
2017-08-28,Resort Hotel,Algarve,23.9,19.3,21.5,1.0,1.0,0.0,1.0,21.7,43.9,258,22.78,40791.92
2017-08-29,Resort Hotel,Algarve,23.6,18.2,21.3,1.6,1.6,0.0,5.0,20.5,39.2,281,18.17,42120.65
2017-08-30,Resort Hotel,Algarve,25.8,17.9,22.6,0.1,0.1,0.0,1.0,16.0,36.0,272,21.5,43423.89
2017-08-31,Resort Hotel,Algarve,28.2,19.8,24.4,0.0,0.0,0.0,0.0,22.4,37.8,293,23.75,43327.91
2015-07-01,City Hotel,Lisbon,22.5,17.5,19.7,0.1,0.1,0.0,1.0,22.2,39.2,284,19.36,38961.77
2015-07-02,City Hotel,Lisbon,24.0,16.9,20.0,0.0,0.0,0.0,0.0,22.0,39.2,332,29.36,49066.89
2015-07-03,City Hotel,Lisbon,23.8,16.3,19.8,0.0,0.0,0.0,0.0,18.6,34.9,315,30.83,49212.25
2015-07-04,City Hotel,Lisbon,27.0,18.3,22.0,0.0,0.0,0.0,0.0,25.7,43.6,329,27.79,48975.36
2015-07-05,City Hotel,Lisbon,25.4,17.6,20.8,0.0,0.0,0.0,0.0,31.2,51.8,351,30.25,49042.62
2015-07-06,City Hotel,Lisbon,27.3,16.5,21.2,0.0,0.0,0.0,0.0,26.1,42.1,346,30.39,49030.79
2015-07-07,City Hotel,Lisbon,28.1,17.0,21.8,0.0,0.0,0.0,0.0,31.4,52.6,351,30.25,49017.02
2015-07-08,City Hotel,Lisbon,25.8,17.3,21.0,0.0,0.0,0.0,0.0,28.8,45.7,343,29.69,48900.45
2015-07-09,City Hotel,Lisbon,25.4,17.4,20.7,0.0,0.0,0.0,0.0,20.9,35.6,305,30.32,48983.42
2015-07-10,City Hotel,Lisbon,23.7,17.9,20.1,0.0,0.0,0.0,0.0,29.3,49.7,332,25.6,38607.55
2015-07-11,City Hotel,Lisbon,25.4,17.6,20.7,0.0,0.0,0.0,0.0,28.5,47.5,345,29.97,48844.4
2015-07-12,City Hotel,Lisbon,24.8,16.8,20.2,0.0,0.0,0.0,0.0,29.6,49.0,344,28.71,48822.28
2015-07-13,City Hotel,Lisbon,26.6,17.1,21.0,0.0,0.0,0.0,0.0,25.8,42.8,340,28.2,46939.32
2015-07-14,City Hotel,Lisbon,27.3,18.0,21.7,0.0,0.0,0.0,0.0,26.1,43.2,339,28.0,45140.07
2015-07-15,City Hotel,Lisbon,26.8,18.2,21.5,0.0,0.0,0.0,0.0,28.4,46.8,343,28.23,45878.93
2015-07-16,City Hotel,Lisbon,27.9,18.3,22.3,0.0,0.0,0.0,0.0,27.7,45.4,349,29.27,48716.27
2015-07-17,City Hotel,Lisbon,28.8,19.2,22.7,0.0,0.0,0.0,0.0,27.5,49.3,343,24.82,48565.03
2015-07-18,City Hotel,Lisbon,25.3,18.6,21.6,0.0,0.0,0.0,0.0,20.4,34.9,317,25.33,45052.56
2015-07-19,City Hotel,Lisbon,25.8,18.8,22.0,0.0,0.0,0.0,0.0,20.5,34.6,315,23.21,47223.7
2015-07-20,City Hotel,Lisbon,26.4,20.0,22.8,0.0,0.0,0.0,0.0,23.7,39.6,336,25.03,46789.38
2015-07-21,City Hotel,Lisbon,26.6,19.3,22.5,0.0,0.0,0.0,0.0,24.8,41.8,340,27.18,43287.99
2015-07-22,City Hotel,Lisbon,27.2,19.0,22.4,0.0,0.0,0.0,0.0,31.1,52.2,349,29.15,48502.82
2015-07-23,City Hotel,Lisbon,26.5,18.2,21.8,0.0,0.0,0.0,0.0,27.5,47.2,341,29.15,48460.86
2015-07-24,City Hotel,Lisbon,24.3,18.4,21.2,0.0,0.0,0.0,0.0,29.1,48.6,327,23.78,38407.09
2015-07-25,City Hotel,Lisbon,24.9,17.0,20.4,0.0,0.0,0.0,0.0,30.3,49.7,346,29.46,48371.84
2015-07-26,City Hotel,Lisbon,27.0,17.5,22.0,0.0,0.0,0.0,0.0,29.6,49.0,347,28.45,47907.89
2015-07-27,City Hotel,Lisbon,26.3,18.8,21.8,0.0,0.0,0.0,0.0,33.6,55.4,352,28.36,48064.41
2015-07-28,City Hotel,Lisbon,26.7,18.3,22.0,0.0,0.0,0.0,0.0,34.7,58.7,352,28.15,47886.45
2015-07-29,City Hotel,Lisbon,25.9,18.8,22.0,0.0,0.0,0.0,0.0,26.7,48.2,337,25.55,41850.79
2015-07-30,City Hotel,Lisbon,25.7,20.3,22.4,0.0,0.0,0.0,0.0,16.4,29.5,283,20.21,36007.77
2015-07-31,City Hotel,Lisbon,23.4,19.3,21.1,0.0,0.0,0.0,0.0,31.1,51.8,328,23.76,46961.43
